account,xmtBalance,xprBalance,refundingXpr,shortStake,xmtLpBalance,xmtLp,xprLpBalance,xprLp,farmerLpBalance,farmerLp,longStake90Days,longStake365Days,xmtLoan,xprLoan,refundingXprLoan,shortStakeLoan,xmtLpLoan,xprLpLoan,farmerLpLoan,longStake90DaysLoan,longStake365DaysLoan,totalLoan,loanDistributed
melod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melodious,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melody,0,3457860.3642,0,0,0,0,0,0,0,0,1358827.2789,0,0,3457860.3642,0,0,0,0,0,13588272.789,0,17046133.1532,0
melodyana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melva,0,25.7,0,0,0,0,0,0,0,0,0,0,0,25.7,0,0,0,0,0,0,0,25.7,0
melvin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melxisedek15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
member,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memdelapena,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memec,0,4.2,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,4.2,0
mememagik,0,0,0,162503.5862,0,0,0,0,0,0,0,0,0,0,0,325007.1724,0,0,0,0,0,325007.1724,0
mememycoin,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0
memes,0,5.57,0,0,0,0,0,0,0,0,0,0,0,5.57,0,0,0,0,0,0,0,5.57,0
memet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memorial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memosebem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
memsie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menafaksu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menargygroup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menarini1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menatheme,0,0.456,0,0,0,0,0,0,0,0,0,0,0,0.456,0,0,0,0,0,0,0,0.456,0
mendomomma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menele,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menitin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menna51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menna52,0,0,0,7371.7051,0,0,0,0,0,0,0,0,0,0,0,14743.4102,0,0,0,0,0,14743.4102,0
mennopp,0,0,0,0,0,0,0,0,0,0,500000,500000,0,0,0,0,0,0,0,5000000,15000000,20000000,0
mensurhoxha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentalist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentalsuit2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mentor12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
menu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meow,0,8.594,0,0,0,0,0,0,0,0,0,0,0,8.594,0,0,0,0,0,0,0,8.594,0
meow45,0,0,0,0,0,0,0,0,0,0,37736.2407,37736.2407,0,0,0,0,0,0,0,377362.407,1132087.2210000001,1509449.628,0
meowgi,0,115.8492,0,0,0,0,0,0,0,0,65535,65535,0,115.8492,0,0,0,0,0,655350,1966050,2621515.8492,0
mepaczhear,0,0.369,0,0,0,0,0,0,0,0,0,0,0,0.369,0,0,0,0,0,0,0,0.369,0
meq2,0,349.0697,0,2526.5787,0,0,0,0,4001.0678649,52755.160264216145,41806.1788,41806.1788,0,349.0697,0,5053.1574,0,0,105510.32052843229,418061.788,1254185.364,1783159.6996,0
meral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meraltrading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merameramera,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
meran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merbst,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merc22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merc522,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
mercaqui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercatoxeos1,0,0.57,0,0,0,0,0,0,0,0,0,0,0,0.57,0,0,0,0,0,0,0,0.57,0
mercedes,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0
mercedesbenz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merchant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merchel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercotribe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercury,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mercyeoswall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merdan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meredithj,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0
merfaruk,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
merfital,0,0.2265,0,0,0,0,0,0,0,0,0,0,0,0.2265,0,0,0,0,0,0,0,0.2265,0
merge21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merlin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mero,0,0.0001,0,0,0,0,0,0,0,0,285565.2616,285565.2616,0,0.0001,0,0,0,0,0,2855652.6160000004,8566957.848000001,11422610.4641,0
merona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merovingian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merrells,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merrilllynch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mertaear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mertbulutu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mertojoyo,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
mertustaoglu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mervinjibblr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mervinjibbs,0,0.1715,0,0,0,0,0,0,0,0,0,0,0,0.1715,0,0,0,0,0,0,0,0.1715,0
merxwaz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
merycristian,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
meryem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesh121,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,100,0
message,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
messi,0,55.9275,0,0,0,0,0,0,0,0,0,0,0,55.9275,0,0,0,0,0,0,0,55.9275,0
messi4,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0
messyp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mesutmehedy,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
meta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meta1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metafrance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaipayroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaitrading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metal12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalcfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalchang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalcs,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0.0001,0
metaljam,0,179.7555,0,0,0,0,0,0,0,0,0,0,0,179.7555,0,0,0,0,0,0,0,179.7555,0
metaljoanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalkonrad,0,2001,0,0,0,0,0,0,0,0,0,0,0,2001,0,0,0,0,0,0,0,2001,0
metalmain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalpay,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0.565,0
metalpaycom,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0.565,0
metalpaysme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalqueen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaltarding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaltest,0,8.3465,0,0,0,0,0,0,0,0,0,0,0,8.3465,0,0,0,0,0,0,0,8.3465,0
metaltom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metalx,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0.565,0
metamax,0,0,0,491711.5984,0,0,0,0,0,0,0,0,0,0,0,983423.1968,0,0,0,0,0,983423.1968,0
metatrader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metaverse,0,0.181,0,257439.8183,0,0,0,0,0,0,0,0,0,0.181,0,514879.6366,0,0,0,0,0,514879.8176,0
metawarrior,0,0.9805,0,0,0,0,0,0,0,0,0,0,0,0.9805,0,0,0,0,0,0,0,0.9805,0
meteor,0,0,0,2698.7123,0,0,0,0,0,0,0,0,0,0,0,5397.4246,0,0,0,0,0,5397.4246,0
method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
methodmashin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
methylated,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0.014,0
metiasep2,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
metin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metinhepiyi1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metlapayroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metlatrading,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metlife,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metrodorus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metromafia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mettebobo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meudah,0,12.73,0,0,0,0,0,0,0,0,0,0,0,12.73,0,0,0,0,0,0,0,12.73,0
meuh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meukeutam,0,15.588,0,0,0,0,0,0,0,0,0,0,0,15.588,0,0,0,0,0,0,0,15.588,0
meuse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meutia,0,13.1288,0,0,0,0,0,0,0,0,0,0,0,13.1288,0,0,0,0,0,0,0,13.1288,0
meutz12,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
meva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mewdisyn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mex25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mey225,0,0.1865,0,0,0,0,0,0,0,0,0,0,0,0.1865,0,0,0,0,0,0,0,0.1865,0
mey3am,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meylindalin,0,5.9,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,5.9,0
meymeyimut22,0,1.5775,0,0,0,0,0,0,0,0,0,0,0,1.5775,0,0,0,0,0,0,0,1.5775,0
meysam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meyur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
meyvaaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mezini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mezzag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfaiz,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0.005,0
mfarley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfcrypt,0,2.5057,0,0,0,0,0,0,0,0,0,0,0,2.5057,0,0,0,0,0,0,0,2.5057,0
mfg13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfieldman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfiske,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfkhabib123,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
mfondohbeltu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfort,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mframadhan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mfranquet,0,600,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,600,0
mfysragen1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mg12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mg15,0,0,0,1048,0,0,0,0,0,0,0,0,0,0,0,2096,0,0,0,0,0,2096,0
mg215pa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgajver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgbnz,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mghn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgizem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mgsoe33,0,0.0645,0,0,0,0,0,0,0,0,0,0,0,0.0645,0,0,0,0,0,0,0,0.0645,0
mguarneri,0,501999.1391,0,0,0,0,0,0,0,0,0,0,0,501999.1391,0,0,0,0,0,0,0,501999.1391,0
mgyurov,0,151438.3767,0,0,0,0,0,0,0,0,0,0,0,151438.3767,0,0,0,0,0,0,0,151438.3767,0
mhabubsifat2,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
mhafis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhahasan,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
mhakooji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhathung21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhddreams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhdi,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0.136,0
mhenrix,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,4000,0
mhg5p3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhif12,0,2.5,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,2.5,0
mhizthercash,0,3.852,0,0,0,0,0,0,0,0,0,0,0,3.852,0,0,0,0,0,0,0,3.852,0
mhmdarief45,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
mhmdsheikh,0,0,0,0,0,0,0,0,0,0,11123.1048,0,0,0,0,0,0,0,0,111231.048,0,111231.048,0
mhmonicox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhollo123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhossini,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhourticolon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhrracing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhrshw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhrshwd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mhsajib,0,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75,0,0,0,0,0,0,0,18.75,0
mhugs,0,15.1929,0,0,0,0,0,0,0,0,0,0,0,15.1929,0,0,0,0,0,0,0,15.1929,0
mhyxzqwynn11,0,7.1612,0,0,0,0,0,0,0,0,0,0,0,7.1612,0,0,0,0,0,0,0,7.1612,0
mi51525354,0,2.325,0,0,0,0,0,0,0,0,0,0,0,2.325,0,0,0,0,0,0,0,2.325,0
miah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miaj,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
miajishoaib,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miajon15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miami,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
miamitz,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0
mianwaqas,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0
mianydoire13,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
mibello11,0,6.825,0,0,0,0,0,0,0,0,0,0,0,6.825,0,0,0,0,0,0,0,6.825,0
mic3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mican,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micgreat1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
micha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micha2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael,0,0,0,1284.5787,0,0,0,0,0,0,0,0,0,0,0,2569.1574,0,0,0,0,0,2569.1574,0
michael11,0,0,0,0,0,0,0,0,0,0,1153915.2306,288478.8077,0,0,0,0,0,0,0,11539152.305999998,8654364.231,20193516.537,0
michael1wal1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michael5,0,0,0,0,0,0,0,0,0,0,1809.336,1809.336,0,0,0,0,0,0,0,18093.36,54280.08,72373.44,0
michaela,0,337.4829,0,85429.9199,0,0,0,0,0,0,0,0,0,337.4829,0,170859.8398,0,0,0,0,0,171197.3227,0
michaelakab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelbiggs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaeldell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelgk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaeljerry,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
michaelk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelkors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelkyaw1,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
michaellewis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelmacaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelmowry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelotis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelsmith,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michaelstark,0,83.5471,0,0,0,0,0,0,0,0,0,0,0,83.5471,0,0,0,0,0,0,0,83.5471,0
michaelwh,0,0,0,0,0,0,0,0,0,0,24632.6811,0,0,0,0,0,0,0,0,246326.81100000002,0,246326.811,0
michal,0,0,0,0,0,0,0,0,0,0,21025.644,0,0,0,0,0,0,0,0,210256.44,0,210256.44,0
micheal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michelang121,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
michelange25,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
michelangelo,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0
michelatsain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micheleo,0,0,0,0,0,0,0,0,0,0,479,479,0,0,0,0,0,0,0,4790,14370,19160,0
michelhadorn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michelle,0,79.5625,0,0,0,0,0,0,0,0,0,0,0,79.5625,0,0,0,0,0,0,0,79.5625,0
michelle45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michellec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michellewai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
michinegro,0,0,0,0,0,0,0,0,91.26711298,1203.381530803542,0,0,0,0,0,0,0,0,2406.763061607084,0,0,2406.7631,0
michul,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mick1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micksel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
micky1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
